image_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,make,make_id,class_name,class_id
07710.jpg,1,59,400,240,Land,19,Land Rover LR2 SUV 2012,155
07711.jpg,410,20,794,300,Jeep,26,Jeep Patriot SUV 2012,145
07712.jpg,36,18,1009,767,Mercedes-Benz,31,Mercedes-Benz E-Class Sedan 2012,164
07713.jpg,44,17,235,167,Chevrolet,7,Chevrolet Malibu Hybrid Sedan 2010,67
07714.jpg,7,104,613,408,Chrysler,13,Chrysler 300 SRT-8 2010,79
07715.jpg,63,137,730,417,Suzuki,17,Suzuki Kizashi Sedan 2012,182
07716.jpg,13,74,450,333,Ford,4,Ford Ranger SuperCab 2011,111
07717.jpg,52,72,333,284,MINI,48,MINI Cooper Roadster Convertible 2012,157
07718.jpg,4,58,423,321,BMW,14,BMW X6 SUV 2012,33
07719.jpg,258,349,966,786,Jeep,26,Jeep Wrangler SUV 2012,146
07720.jpg,74,79,549,311,Land,19,Land Rover Range Rover SUV 2012,154
07721.jpg,87,18,944,717,BMW,14,BMW 3 Series Wagon 2012,30
07722.jpg,224,57,457,366,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
07723.jpg,257,205,697,438,Hyundai,3,Hyundai Veloster Hatchback 2012,130
07724.jpg,30,137,601,503,Fisker,21,Fisker Karma Sedan 2012,105
07725.jpg,18,94,397,300,Toyota,9,Toyota Corolla Sedan 2012,188
07726.jpg,135,208,982,617,Chevrolet,7,Chevrolet Cobalt SS 2010,66
07727.jpg,76,96,447,294,Audi,0,Audi R8 Coupe 2012,15
07728.jpg,76,171,507,352,Tesla,42,Tesla Model S Sedan 2012,185
07729.jpg,51,9,384,309,Isuzu,33,Isuzu Ascender SUV 2008,143
07730.jpg,90,163,547,439,GMC,15,GMC Yukon Hybrid SUV 2012,120
07731.jpg,1,17,408,242,BMW,14,BMW M5 Sedan 2010,35
07732.jpg,15,18,245,181,Ford,4,Ford F-150 Regular Cab 2012,113
07733.jpg,9,14,296,223,Land,19,Land Rover LR2 SUV 2012,155
07734.jpg,432,174,804,348,Chrysler,13,Chrysler 300 SRT-8 2010,79
07735.jpg,28,34,1022,756,Chrysler,13,Chrysler PT Cruiser Convertible 2008,81
07736.jpg,11,15,1261,932,Lamborghini,41,Lamborghini Diablo Coupe 2001,153
07737.jpg,17,43,290,201,Dodge,2,Dodge Caliber Wagon 2007,84
07738.jpg,20,93,618,392,GMC,15,GMC Acadia SUV 2012,121
07739.jpg,144,101,991,588,Bugatti,38,Bugatti Veyron 16.4 Coupe 2009,46
07740.jpg,78,244,1218,696,Aston,29,Aston Martin Virage Coupe 2012,11
07741.jpg,26,64,574,431,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
07742.jpg,37,64,364,228,Infiniti,22,Infiniti G Coupe IPL 2012,141
07743.jpg,36,61,560,309,Spyker,18,Spyker C8 Convertible 2009,179
07744.jpg,22,22,422,199,HUMMER,28,HUMMER H2 SUT Crew Cab 2009,125
07745.jpg,24,148,528,343,Chevrolet,7,Chevrolet Cobalt SS 2010,66
07746.jpg,13,77,282,198,Lincoln,43,Lincoln Town Car Sedan 2011,156
07747.jpg,1,15,640,319,Mercedes-Benz,31,Mercedes-Benz 300-Class Convertible 1993,161
07748.jpg,102,237,934,644,Mitsubishi,6,Mitsubishi Lancer Sedan 2012,167
07749.jpg,15,34,350,203,Chevrolet,7,Chevrolet Corvette Convertible 2012,55
07750.jpg,43,16,383,302,HUMMER,28,HUMMER H3T Crew Cab 2010,124
07751.jpg,139,148,473,333,BMW,14,BMW 3 Series Sedan 2012,29
07752.jpg,18,149,621,354,Acura,1,Acura TL Type-S 2008,4
07753.jpg,110,149,1503,1079,Jeep,26,Jeep Patriot SUV 2012,145
07754.jpg,14,32,263,190,Bentley,25,Bentley Continental GT Coupe 2012,42
07755.jpg,94,307,969,733,Honda,30,Honda Accord Sedan 2012,129
07756.jpg,30,81,372,244,Chevrolet,7,Chevrolet Malibu Sedan 2007,73
07757.jpg,42,78,572,341,GMC,15,GMC Yukon Hybrid SUV 2012,120
07758.jpg,27,13,500,366,Maybach,44,Maybach Landaulet Convertible 2012,158
07759.jpg,31,121,476,315,BMW,14,BMW M6 Convertible 2010,36
07760.jpg,51,73,606,329,Hyundai,3,Hyundai Azera Sedan 2012,140
07761.jpg,1,145,1126,735,Geo,5,Geo Metro Convertible 1993,123
07762.jpg,134,55,553,420,Dodge,2,Dodge Durango SUV 2012,94
07763.jpg,30,39,210,157,Chrysler,13,Chrysler Sebring Convertible 2010,77
07764.jpg,49,129,458,334,BMW,14,BMW M6 Convertible 2010,36
07765.jpg,71,35,587,375,Audi,0,Audi TTS Coupe 2012,14
07766.jpg,27,180,670,401,Bugatti,38,Bugatti Veyron 16.4 Coupe 2009,46
07767.jpg,7,2,259,178,BMW,14,BMW X6 SUV 2012,33
07768.jpg,16,181,999,667,Eagle,46,Eagle Talon Hatchback 1998,98
07769.jpg,17,62,425,314,Acura,1,Acura ZDX Hatchback 2012,7
07770.jpg,92,105,649,332,Toyota,9,Toyota 4Runner SUV 2012,189
07771.jpg,117,181,684,537,Jeep,26,Jeep Liberty SUV 2012,147
07772.jpg,55,1,685,531,Ford,4,Ford Focus Sedan 2007,115
07773.jpg,55,127,526,378,Hyundai,3,Hyundai Santa Fe SUV 2012,131
07774.jpg,1,79,300,202,Audi,0,Audi 100 Sedan 1994,17
07775.jpg,39,55,203,164,Ford,4,Ford F-450 Super Duty Crew Cab 2012,106
07776.jpg,51,118,465,360,GMC,15,GMC Canyon Extended Cab 2012,122
07777.jpg,132,121,484,315,Porsche,24,Porsche Panamera Sedan 2012,173
07778.jpg,47,70,542,351,Bentley,25,Bentley Continental GT Coupe 2007,43
07779.jpg,1,163,1597,817,Volkswagen,12,Volkswagen Golf Hatchback 1991,191
07780.jpg,66,188,541,399,Chevrolet,7,Chevrolet Malibu Hybrid Sedan 2010,67
07781.jpg,1,15,212,159,Dodge,2,Dodge Sprinter Cargo Van 2009,88
07782.jpg,5,23,474,324,Dodge,2,Dodge Caravan Minivan 1997,85
07783.jpg,24,24,256,153,Ferrari,20,Ferrari 458 Italia Coupe 2012,104
07784.jpg,17,47,252,177,Chevrolet,7,Chevrolet TrailBlazer SS 2009,68
07785.jpg,62,49,274,176,Dodge,2,Dodge Durango SUV 2007,95
07786.jpg,82,1,570,384,GMC,15,GMC Acadia SUV 2012,121
07787.jpg,24,125,636,440,Chrysler,13,Chrysler PT Cruiser Convertible 2008,81
07788.jpg,55,147,894,566,Volkswagen,12,Volkswagen Beetle Hatchback 2012,192
07789.jpg,7,10,491,298,Bentley,25,Bentley Continental Flying Spur Sedan 2007,44
07790.jpg,12,21,631,385,Ferrari,20,Ferrari California Convertible 2012,102
07791.jpg,57,164,1005,504,Nissan,16,Nissan 240SX Coupe 1998,171
07792.jpg,61,73,587,405,Toyota,9,Toyota Sequoia SUV 2012,186
07793.jpg,51,99,566,359,BMW,14,BMW 6 Series Convertible 2007,31
07794.jpg,13,16,254,172,GMC,15,GMC Acadia SUV 2012,121
07795.jpg,60,143,609,425,Isuzu,33,Isuzu Ascender SUV 2008,143
07796.jpg,110,126,813,404,Porsche,24,Porsche Panamera Sedan 2012,173
07797.jpg,28,50,389,255,Bentley,25,Bentley Continental Flying Spur Sedan 2007,44
07798.jpg,7,108,339,233,Mercedes-Benz,31,Mercedes-Benz 300-Class Convertible 1993,161
07799.jpg,65,1,431,308,Spyker,18,Spyker C8 Convertible 2009,179
07800.jpg,30,200,680,452,Acura,1,Acura Integra Type R 2001,6
07801.jpg,87,170,942,683,Chrysler,13,Chrysler PT Cruiser Convertible 2008,81
07802.jpg,8,32,299,220,Chevrolet,7,Chevrolet Malibu Sedan 2007,73
07803.jpg,12,32,265,169,Chrysler,13,Chrysler Crossfire Convertible 2008,80
07804.jpg,152,177,575,365,Dodge,2,Dodge Magnum Wagon 2008,92
07805.jpg,11,30,249,165,BMW,14,BMW 1 Series Convertible 2012,27
07806.jpg,42,72,584,410,Scion,34,Scion xD Hatchback 2012,178
07807.jpg,4,70,321,215,Rolls-Royce,23,Rolls-Royce Phantom Sedan 2012,177
07808.jpg,32,128,423,287,Volvo,10,Volvo C30 Hatchback 2012,193
07809.jpg,24,98,590,343,Chevrolet,7,Chevrolet Malibu Sedan 2007,73
07810.jpg,50,89,575,383,Land,19,Land Rover Range Rover SUV 2012,154
07811.jpg,26,30,246,165,Jeep,26,Jeep Grand Cherokee SUV 2012,148
07812.jpg,33,26,221,165,BMW,14,BMW Z4 Convertible 2012,38
07813.jpg,27,95,395,274,Ford,4,Ford Ranger SuperCab 2011,111
07814.jpg,14,67,616,353,Porsche,24,Porsche Panamera Sedan 2012,173
07815.jpg,119,168,697,423,Toyota,9,Toyota 4Runner SUV 2012,189
07816.jpg,77,125,601,399,Hyundai,3,Hyundai Tucson SUV 2012,132
07817.jpg,70,332,1548,1044,Mercedes-Benz,31,Mercedes-Benz 300-Class Convertible 1993,161
07818.jpg,20,56,616,350,Dodge,2,Dodge Dakota Club Cab 2007,91
07819.jpg,141,61,880,715,Suzuki,17,Suzuki SX4 Sedan 2012,184
07820.jpg,99,301,1167,680,Ford,4,Ford GT Coupe 2006,112
07821.jpg,35,27,605,429,Plymouth,11,Plymouth Neon Coupe 1999,172
07822.jpg,2,40,259,166,Audi,0,Audi TT Hatchback 2011,19
07823.jpg,21,23,244,149,Volkswagen,12,Volkswagen Golf Hatchback 2012,190
07824.jpg,25,101,615,297,Chevrolet,7,Chevrolet Malibu Sedan 2007,73
07825.jpg,51,44,481,269,Mercedes-Benz,31,Mercedes-Benz C-Class Sedan 2012,162
07826.jpg,17,112,390,238,Lamborghini,41,Lamborghini Gallardo LP 570-4 Superleggera 2012,152
07827.jpg,27,106,407,275,Rolls-Royce,23,Rolls-Royce Phantom Drophead Coupe Convertible 2012,175
07828.jpg,41,133,990,642,GMC,15,GMC Savana Van 2012,119
07829.jpg,7,162,621,388,Ferrari,20,Ferrari California Convertible 2012,102
07830.jpg,27,9,471,280,Ford,4,Ford Edge SUV 2012,110
07831.jpg,4,34,250,148,Chevrolet,7,Chevrolet Corvette Ron Fellows Edition Z06 2007,57
07832.jpg,40,76,584,315,Dodge,2,Dodge Charger Sedan 2012,96
07833.jpg,135,132,535,330,Acura,1,Acura ZDX Hatchback 2012,7
07834.jpg,47,86,554,377,Rolls-Royce,23,Rolls-Royce Ghost Sedan 2012,176
07835.jpg,259,71,1258,833,MINI,48,MINI Cooper Roadster Convertible 2012,157
07836.jpg,14,77,489,287,Dodge,2,Dodge Challenger SRT8 2011,93
07837.jpg,253,313,1372,919,Ford,4,Ford GT Coupe 2006,112
07838.jpg,88,220,500,430,Jeep,26,Jeep Grand Cherokee SUV 2012,148
07839.jpg,3,1,122,96,Ram,35,Ram C-V Cargo Van Minivan 2012,174
07840.jpg,54,8,595,349,Fisker,21,Fisker Karma Sedan 2012,105
07841.jpg,52,62,559,271,BMW,14,BMW 3 Series Sedan 2012,29
07842.jpg,128,89,928,575,Chrysler,13,Chrysler Sebring Convertible 2010,77
07843.jpg,14,54,481,323,Ford,4,Ford Fiesta Sedan 2012,117
07844.jpg,37,71,668,441,GMC,15,GMC Yukon Hybrid SUV 2012,120
07845.jpg,78,185,933,505,Nissan,16,Nissan 240SX Coupe 1998,171
07846.jpg,78,289,669,633,smart,39,smart fortwo Convertible 2012,196
07847.jpg,36,89,670,351,Lincoln,43,Lincoln Town Car Sedan 2011,156
07848.jpg,142,52,639,475,Buick,8,Buick Enclave SUV 2012,50
07849.jpg,60,99,625,380,Ferrari,20,Ferrari California Convertible 2012,102
07850.jpg,157,180,1022,565,Chevrolet,7,Chevrolet Camaro Convertible 2012,59
07851.jpg,77,277,1160,763,Mercedes-Benz,31,Mercedes-Benz E-Class Sedan 2012,164
07852.jpg,1,168,948,503,Chevrolet,7,Chevrolet Silverado 1500 Extended Cab 2012,74
07853.jpg,16,50,418,310,Cadillac,27,Cadillac SRX SUV 2012,52
07854.jpg,91,337,1014,749,Audi,0,Audi S5 Convertible 2012,21
07855.jpg,42,106,336,266,Dodge,2,Dodge Durango SUV 2007,95
07856.jpg,142,397,1477,835,Lincoln,43,Lincoln Town Car Sedan 2011,156
07857.jpg,73,1,487,343,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
07858.jpg,40,103,626,378,Volvo,10,Volvo 240 Sedan 1993,194
07859.jpg,49,173,991,620,Plymouth,11,Plymouth Neon Coupe 1999,172
07860.jpg,58,73,570,387,Acura,1,Acura Integra Type R 2001,6
07861.jpg,143,438,1954,1293,Chevrolet,7,Chevrolet Tahoe Hybrid SUV 2012,62
07862.jpg,27,50,228,162,Geo,5,Geo Metro Convertible 1993,123
07863.jpg,34,116,955,589,Chevrolet,7,Chevrolet Silverado 1500 Extended Cab 2012,74
07864.jpg,98,183,949,686,Hyundai,3,Hyundai Tucson SUV 2012,132
07865.jpg,7,51,290,181,Lamborghini,41,Lamborghini Diablo Coupe 2001,153
07866.jpg,42,70,820,461,Volkswagen,12,Volkswagen Golf Hatchback 1991,191
07867.jpg,133,318,1129,812,Bugatti,38,Bugatti Veyron 16.4 Convertible 2009,45
07868.jpg,56,30,212,172,Chevrolet,7,Chevrolet Silverado 2500HD Regular Cab 2012,69
07869.jpg,8,54,255,135,Dodge,2,Dodge Magnum Wagon 2008,92
07870.jpg,1,57,244,187,Ferrari,20,Ferrari 458 Italia Coupe 2012,104
07871.jpg,27,75,619,421,Chevrolet,7,Chevrolet Silverado 1500 Regular Cab 2012,75
07872.jpg,71,105,323,265,Jeep,26,Jeep Grand Cherokee SUV 2012,148
07873.jpg,25,50,625,431,Jeep,26,Jeep Patriot SUV 2012,145
07874.jpg,29,18,242,192,Buick,8,Buick Rainier SUV 2007,48
07875.jpg,5,126,633,361,Ford,4,Ford Ranger SuperCab 2011,111
07876.jpg,7,39,295,160,Chevrolet,7,Chevrolet Corvette ZR1 2012,56
07877.jpg,250,172,1594,980,McLaren,37,McLaren MP4-12C Coupe 2012,160
07878.jpg,13,71,417,242,Audi,0,Audi S4 Sedan 2007,24
07879.jpg,138,268,1953,1088,Audi,0,Audi TT Hatchback 2011,19
07880.jpg,8,13,622,267,BMW,14,BMW ActiveHybrid 5 Sedan 2012,26
07881.jpg,30,49,482,314,Hyundai,3,Hyundai Veloster Hatchback 2012,130
07882.jpg,241,358,1597,898,McLaren,37,McLaren MP4-12C Coupe 2012,160
07883.jpg,11,78,967,675,Dodge,2,Dodge Durango SUV 2007,95
07884.jpg,44,88,538,432,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
07885.jpg,28,84,433,288,Audi,0,Audi S5 Convertible 2012,21
07886.jpg,70,100,657,324,Hyundai,3,Hyundai Genesis Sedan 2012,137
07887.jpg,27,48,279,175,Hyundai,3,Hyundai Sonata Hybrid Sedan 2012,134
07888.jpg,712,346,1375,706,Mercedes-Benz,31,Mercedes-Benz E-Class Sedan 2012,164
07889.jpg,40,67,275,160,Audi,0,Audi S4 Sedan 2007,24
07890.jpg,54,74,1391,934,Volkswagen,12,Volkswagen Beetle Hatchback 2012,192
07891.jpg,9,114,568,313,Lamborghini,41,Lamborghini Gallardo LP 570-4 Superleggera 2012,152
07892.jpg,13,170,612,413,Buick,8,Buick Enclave SUV 2012,50
07893.jpg,37,50,272,188,Mercedes-Benz,31,Mercedes-Benz C-Class Sedan 2012,162
07894.jpg,170,381,885,735,Buick,8,Buick Enclave SUV 2012,50
07895.jpg,31,6,494,272,smart,39,smart fortwo Convertible 2012,196
07896.jpg,10,12,783,437,BMW,14,BMW M5 Sedan 2010,35
07897.jpg,18,141,603,367,Acura,1,Acura RL Sedan 2012,2
07898.jpg,107,123,554,422,Dodge,2,Dodge Challenger SRT8 2011,93
07899.jpg,55,181,1237,583,Dodge,2,Dodge Challenger SRT8 2011,93
07900.jpg,78,83,594,419,Volvo,10,Volvo 240 Sedan 1993,194
07901.jpg,60,58,536,389,BMW,14,BMW Z4 Convertible 2012,38
07902.jpg,1,337,835,712,Jeep,26,Jeep Liberty SUV 2012,147
07903.jpg,42,95,640,356,Mazda,45,Mazda Tribute SUV 2011,159
07904.jpg,74,50,315,157,Chevrolet,7,Chevrolet Silverado 1500 Extended Cab 2012,74
07905.jpg,15,41,383,184,Ford,4,Ford Mustang Convertible 2007,107
07906.jpg,68,134,524,425,GMC,15,GMC Savana Van 2012,119
07907.jpg,6,16,272,167,Chevrolet,7,Chevrolet TrailBlazer SS 2009,68
07908.jpg,79,150,531,326,Buick,8,Buick Verano Sedan 2012,49
07909.jpg,103,72,649,402,FIAT,40,FIAT 500 Convertible 2012,100
07910.jpg,24,51,276,192,Cadillac,27,Cadillac CTS-V Sedan 2012,51
07911.jpg,43,53,455,319,Chevrolet,7,Chevrolet Silverado 1500 Extended Cab 2012,74
07912.jpg,42,29,602,406,Dodge,2,Dodge Charger Sedan 2012,96
07913.jpg,138,38,559,294,Chrysler,13,Chrysler PT Cruiser Convertible 2008,81
07914.jpg,53,276,1330,723,Mercedes-Benz,31,Mercedes-Benz 300-Class Convertible 1993,161
07915.jpg,48,171,678,400,Hyundai,3,Hyundai Accent Sedan 2012,136
07916.jpg,78,153,594,421,Acura,1,Acura TL Type-S 2008,4
07917.jpg,45,55,590,391,Toyota,9,Toyota Corolla Sedan 2012,188
07918.jpg,13,22,477,357,Ford,4,Ford E-Series Wagon Van 2012,116
07919.jpg,1,2,476,415,Nissan,16,Nissan 240SX Coupe 1998,171
07920.jpg,10,122,371,256,Infiniti,22,Infiniti G Coupe IPL 2012,141
07921.jpg,32,122,486,286,Buick,8,Buick Regal GS 2012,47
07922.jpg,24,152,460,314,BMW,14,BMW M3 Coupe 2012,34
07923.jpg,44,282,1151,867,Dodge,2,Dodge Durango SUV 2007,95
07924.jpg,7,143,994,733,Dodge,2,Dodge Durango SUV 2012,94
07925.jpg,73,141,702,435,Chevrolet,7,Chevrolet Corvette Convertible 2012,55
07926.jpg,155,18,637,493,Plymouth,11,Plymouth Neon Coupe 1999,172
07927.jpg,36,112,526,357,GMC,15,GMC Savana Van 2012,119
07928.jpg,116,122,969,621,Mazda,45,Mazda Tribute SUV 2011,159
07929.jpg,26,49,591,432,Suzuki,17,Suzuki SX4 Sedan 2012,184
07930.jpg,23,100,577,381,Audi,0,Audi V8 Sedan 1994,16
07931.jpg,35,168,959,614,Chevrolet,7,Chevrolet Corvette ZR1 2012,56
07932.jpg,20,74,984,548,Porsche,24,Porsche Panamera Sedan 2012,173
07933.jpg,116,185,546,413,Ford,4,Ford Freestar Minivan 2007,108
07934.jpg,189,213,499,378,Suzuki,17,Suzuki SX4 Hatchback 2012,183
07935.jpg,49,30,747,484,Spyker,18,Spyker C8 Convertible 2009,179
07936.jpg,53,275,2769,1378,Mitsubishi,6,Mitsubishi Lancer Sedan 2012,167
07937.jpg,45,90,582,407,Ford,4,Ford Expedition EL SUV 2009,109
07938.jpg,20,61,421,306,Audi,0,Audi S4 Sedan 2007,24
07939.jpg,51,30,572,328,Toyota,9,Toyota 4Runner SUV 2012,189
07940.jpg,180,48,805,460,Buick,8,Buick Regal GS 2012,47
07941.jpg,111,94,421,289,MINI,48,MINI Cooper Roadster Convertible 2012,157
07942.jpg,2,6,300,213,Hyundai,3,Hyundai Santa Fe SUV 2012,131
07943.jpg,13,75,421,243,Chevrolet,7,Chevrolet Tahoe Hybrid SUV 2012,62
07944.jpg,29,158,745,354,Maybach,44,Maybach Landaulet Convertible 2012,158
07945.jpg,15,42,291,174,Honda,30,Honda Accord Coupe 2012,128
07946.jpg,26,69,227,194,Isuzu,33,Isuzu Ascender SUV 2008,143
07947.jpg,92,87,593,383,Dodge,2,Dodge Journey SUV 2012,89
07948.jpg,18,261,633,464,Bentley,25,Bentley Continental Flying Spur Sedan 2007,44
07949.jpg,31,71,1775,1010,Volkswagen,12,Volkswagen Golf Hatchback 1991,191
07950.jpg,62,118,422,353,GMC,15,GMC Yukon Hybrid SUV 2012,120
07951.jpg,60,135,657,336,Buick,8,Buick Verano Sedan 2012,49
07952.jpg,30,60,280,158,Honda,30,Honda Accord Coupe 2012,128
07953.jpg,24,67,432,327,Chrysler,13,Chrysler Sebring Convertible 2010,77
07954.jpg,5,29,265,166,Chevrolet,7,Chevrolet Corvette ZR1 2012,56
07955.jpg,21,56,623,376,Ford,4,Ford Fiesta Sedan 2012,117
07956.jpg,15,64,290,158,Cadillac,27,Cadillac CTS-V Sedan 2012,51
07957.jpg,29,79,1260,647,Suzuki,17,Suzuki Aerio Sedan 2007,181
07958.jpg,44,36,2313,1495,Volkswagen,12,Volkswagen Beetle Hatchback 2012,192
07959.jpg,1,57,150,136,MINI,48,MINI Cooper Roadster Convertible 2012,157
07960.jpg,2,24,288,129,Acura,1,Acura RL Sedan 2012,2
07961.jpg,8,61,295,156,Honda,30,Honda Accord Coupe 2012,128
07962.jpg,73,219,533,371,Honda,30,Honda Accord Sedan 2012,129
07963.jpg,86,158,537,401,Chevrolet,7,Chevrolet Silverado 2500HD Regular Cab 2012,69
07964.jpg,21,22,248,183,Bentley,25,Bentley Continental GT Coupe 2012,42
07965.jpg,6,55,265,150,Daewoo,47,Daewoo Nubira Wagon 2002,82
07966.jpg,79,469,1537,1198,AM,36,AM General Hummer SUV 2000,1
07967.jpg,42,48,405,299,Dodge,2,Dodge Durango SUV 2007,95
07968.jpg,91,142,417,295,Cadillac,27,Cadillac SRX SUV 2012,52
07969.jpg,173,139,960,576,Chevrolet,7,Chevrolet Tahoe Hybrid SUV 2012,62
07970.jpg,22,71,280,166,Nissan,16,Nissan 240SX Coupe 1998,171
07971.jpg,51,78,444,349,FIAT,40,FIAT 500 Abarth 2012,99
07972.jpg,40,70,574,317,Ford,4,Ford Mustang Convertible 2007,107
07973.jpg,67,204,614,480,Daewoo,47,Daewoo Nubira Wagon 2002,82
07974.jpg,6,87,256,194,Cadillac,27,Cadillac Escalade EXT Crew Cab 2007,53
07975.jpg,74,150,370,324,Rolls-Royce,23,Rolls-Royce Phantom Drophead Coupe Convertible 2012,175
07976.jpg,36,162,982,675,Audi,0,Audi A5 Coupe 2012,13
07977.jpg,213,31,842,397,Nissan,16,Nissan Leaf Hatchback 2012,168
07978.jpg,68,238,872,525,Lamborghini,41,Lamborghini Aventador Coupe 2012,151
07979.jpg,62,83,449,274,Daewoo,47,Daewoo Nubira Wagon 2002,82
07980.jpg,49,177,774,544,Chevrolet,7,Chevrolet Silverado 1500 Classic Extended Cab 2007,70
07981.jpg,104,111,453,309,Dodge,2,Dodge Challenger SRT8 2011,93
07982.jpg,21,111,626,317,Rolls-Royce,23,Rolls-Royce Ghost Sedan 2012,176
07983.jpg,23,33,467,232,Dodge,2,Dodge Challenger SRT8 2011,93
07984.jpg,150,137,441,289,Spyker,18,Spyker C8 Convertible 2009,179
07985.jpg,73,81,674,446,GMC,15,GMC Savana Van 2012,119
07986.jpg,42,165,789,498,Jeep,26,Jeep Patriot SUV 2012,145
07987.jpg,38,224,947,519,Toyota,9,Toyota Camry Sedan 2012,187
07988.jpg,52,4,485,257,Hyundai,3,Hyundai Sonata Hybrid Sedan 2012,134
07989.jpg,10,32,292,181,Volkswagen,12,Volkswagen Golf Hatchback 2012,190
07990.jpg,42,75,509,372,Bentley,25,Bentley Continental GT Coupe 2007,43
07991.jpg,13,18,533,283,Land,19,Land Rover Range Rover SUV 2012,154
07992.jpg,47,106,880,447,Hyundai,3,Hyundai Genesis Sedan 2012,137
07993.jpg,20,112,604,348,Ferrari,20,Ferrari 458 Italia Convertible 2012,103
07994.jpg,6,26,254,120,BMW,14,BMW 6 Series Convertible 2007,31
07995.jpg,16,37,247,184,Ford,4,Ford Freestar Minivan 2007,108
07996.jpg,6,6,245,180,Nissan,16,Nissan 240SX Coupe 1998,171
07997.jpg,67,69,412,256,Infiniti,22,Infiniti QX56 SUV 2011,142
07998.jpg,6,82,245,181,Chrysler,13,Chrysler Aspen SUV 2009,76
07999.jpg,1,96,631,363,Chevrolet,7,Chevrolet Silverado 1500 Classic Extended Cab 2007,70
08000.jpg,99,200,1103,668,Mercedes-Benz,31,Mercedes-Benz C-Class Sedan 2012,162
08001.jpg,24,18,627,434,Jeep,26,Jeep Compass SUV 2012,149
08002.jpg,57,111,691,413,Mercedes-Benz,31,Mercedes-Benz 300-Class Convertible 1993,161
08003.jpg,20,58,243,162,Hyundai,3,Hyundai Santa Fe SUV 2012,131
08004.jpg,90,175,626,411,BMW,14,BMW 3 Series Wagon 2012,30
08005.jpg,131,124,537,329,Acura,1,Acura TL Sedan 2012,3
08006.jpg,30,146,666,378,Hyundai,3,Hyundai Azera Sedan 2012,140
08007.jpg,27,147,1240,836,BMW,14,BMW M6 Convertible 2010,36
08008.jpg,349,229,1237,907,Chevrolet,7,Chevrolet Cobalt SS 2010,66
08009.jpg,12,339,1437,1073,Mercedes-Benz,31,Mercedes-Benz C-Class Sedan 2012,162
08010.jpg,35,73,372,248,Audi,0,Audi 100 Sedan 1994,17
08011.jpg,10,6,250,110,AM,36,AM General Hummer SUV 2000,1
08012.jpg,60,136,1165,617,Lamborghini,41,Lamborghini Reventon Coupe 2008,150
08013.jpg,28,229,1022,679,GMC,15,GMC Savana Van 2012,119
08014.jpg,6,40,400,246,Audi,0,Audi RS 4 Convertible 2008,12
08015.jpg,80,517,1235,901,Bentley,25,Bentley Arnage Sedan 2009,40
08016.jpg,69,50,204,156,Acura,1,Acura TSX Sedan 2012,5
08017.jpg,16,14,247,170,Chevrolet,7,Chevrolet Avalanche Crew Cab 2012,65
08018.jpg,181,51,427,232,Acura,1,Acura Integra Type R 2001,6
08019.jpg,24,27,616,346,Hyundai,3,Hyundai Sonata Sedan 2012,138
08020.jpg,32,194,584,452,Dodge,2,Dodge Ram Pickup 3500 Quad Cab 2009,87
08021.jpg,49,264,976,669,BMW,14,BMW 1 Series Coupe 2012,28
08022.jpg,58,141,701,446,Lamborghini,41,Lamborghini Gallardo LP 570-4 Superleggera 2012,152
08023.jpg,50,177,976,632,Infiniti,22,Infiniti G Coupe IPL 2012,141
08024.jpg,152,195,595,446,Mazda,45,Mazda Tribute SUV 2011,159
08025.jpg,1,20,140,82,GMC,15,GMC Savana Van 2012,119
08026.jpg,208,157,811,583,Audi,0,Audi S4 Sedan 2007,24
08027.jpg,8,61,500,273,Audi,0,Audi A5 Coupe 2012,13
08028.jpg,85,59,774,522,Audi,0,Audi A5 Coupe 2012,13
08029.jpg,22,26,281,182,Ford,4,Ford F-450 Super Duty Crew Cab 2012,106
08030.jpg,111,101,350,281,FIAT,40,FIAT 500 Abarth 2012,99
08031.jpg,12,16,117,71,AM,36,AM General Hummer SUV 2000,1
08032.jpg,42,107,481,313,BMW,14,BMW M3 Coupe 2012,34
08033.jpg,48,68,488,273,BMW,14,BMW M6 Convertible 2010,36
08034.jpg,48,123,708,480,Hyundai,3,Hyundai Sonata Sedan 2012,138
08035.jpg,83,68,561,373,Chevrolet,7,Chevrolet Malibu Sedan 2007,73
08036.jpg,41,392,984,719,Toyota,9,Toyota Camry Sedan 2012,187
08037.jpg,55,210,1007,665,Chevrolet,7,Chevrolet Express Van 2007,71
08038.jpg,16,91,257,177,Chrysler,13,Chrysler Crossfire Convertible 2008,80
08039.jpg,417,32,1664,1262,Jeep,26,Jeep Liberty SUV 2012,147
08040.jpg,88,21,928,601,Chevrolet,7,Chevrolet Corvette Ron Fellows Edition Z06 2007,57
08041.jpg,14,44,241,154,Mercedes-Benz,31,Mercedes-Benz S-Class Sedan 2012,165
08042.jpg,77,229,588,433,Buick,8,Buick Enclave SUV 2012,50
08043.jpg,1,146,533,357,Audi,0,Audi 100 Sedan 1994,17
08044.jpg,32,121,651,410,Aston,29,Aston Martin Virage Convertible 2012,10
