track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,stream_class
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2.0,2023.0,5.0,11.0,269.0,4.0,71573339.0,7.0,2.0,30.0,1.0,11.0,108.0,A,Minor,84.0,55.0,47.0,26.0,0.0,20.0,64.0,Low
Danger (Spider) (Offset & JID),"Offset, JID",2.0,2023.0,6.0,2.0,214.0,0.0,24975653.0,3.0,3.0,6.0,0.0,0.0,143.0,B,Major,83.0,25.0,69.0,4.0,0.0,23.0,12.0,Low
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1.0,2023.0,2.0,14.0,845.0,2.0,145458418.0,12.0,57.0,47.0,1.0,33.0,108.0,D,Major,67.0,55.0,67.0,60.0,0.0,80.0,5.0,Low
The Real Slim Shady,Eminem,1.0,2000.0,1.0,1.0,20763.0,27.0,1424589568.0,81.0,53.0,3271.0,1.0,17.0,104.0,F,Minor,95.0,78.0,66.0,3.0,0.0,4.0,6.0,High
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3.0,2022.0,12.0,16.0,1267.0,20.0,231332117.0,41.0,22.0,56.0,4.0,84.0,93.0,F#,Minor,84.0,96.0,79.0,43.0,0.0,18.0,11.0,Low
The Color Violet,Tory Lanez,1.0,2021.0,12.0,10.0,2585.0,32.0,415932686.0,3.0,79.0,21.0,1.0,54.0,105.0,F#,Minor,65.0,46.0,53.0,16.0,0.0,9.0,5.0,Average
Glimpse of Us,Joji,1.0,2022.0,6.0,10.0,6330.0,6.0,988515741.0,109.0,42.0,158.0,3.0,31.0,170.0,G#,Major,44.0,27.0,32.0,89.0,0.0,14.0,5.0,High
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3.0,2023.0,5.0,4.0,675.0,1.0,50847624.0,9.0,13.0,11.0,0.0,1.0,178.0,C#,Minor,62.0,56.0,66.0,18.0,0.0,12.0,5.0,Low
Curtains,Ed Sheeran,1.0,2023.0,5.0,5.0,715.0,0.0,39893489.0,37.0,3.0,27.0,0.0,50.0,176.0,F#,Minor,50.0,44.0,76.0,10.0,0.0,32.0,5.0,Low
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2.0,2023.0,5.0,1.0,327.0,13.0,92035115.0,14.0,110.0,9.0,0.0,49.0,104.0,E,Minor,80.0,38.0,88.0,11.0,0.0,11.0,5.0,Low
Haegeum,Agust D,1.0,2023.0,4.0,21.0,244.0,12.0,118810253.0,6.0,84.0,10.0,2.0,9.0,85.0,G,Major,70.0,83.0,84.0,31.0,0.0,47.0,30.0,Low
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿½",2.0,2023.0,4.0,30.0,385.0,4.0,77233241.0,17.0,7.0,41.0,1.0,29.0,117.0,F#,Minor,77.0,69.0,58.0,39.0,0.0,26.0,5.0,Low
MIENTRAS ME CURO DEL CORA,Karol G,1.0,2023.0,2.0,24.0,1020.0,35.0,206399629.0,15.0,26.0,30.0,6.0,0.0,80.0,nan,Major,52.0,57.0,48.0,86.0,0.0,15.0,39.0,Low
Never Felt So Alone,Labrinth,1.0,2023.0,4.0,7.0,1730.0,3.0,117747907.0,46.0,5.0,51.0,0.0,20.0,98.0,F,Major,44.0,36.0,41.0,50.0,0.0,38.0,5.0,Low
X SI VOLVEMOS,"Karol G, Romeo Santos",2.0,2023.0,2.0,2.0,2127.0,33.0,266624541.0,45.0,80.0,53.0,8.0,4.0,178.0,C#,Minor,79.0,58.0,78.0,34.0,0.0,11.0,25.0,Average
ceilings,Lizzy McAlpine,1.0,2022.0,4.0,8.0,3242.0,9.0,293186992.0,67.0,55.0,48.0,0.0,6.0,148.0,A,Major,51.0,27.0,33.0,48.0,0.0,22.0,3.0,Average
Cupid,Fifty Fifty,1.0,2023.0,2.0,24.0,526.0,10.0,139681964.0,15.0,93.0,30.0,0.0,320.0,120.0,D,Major,77.0,94.0,66.0,65.0,0.0,38.0,3.0,Low
I AM,IVE,1.0,2023.0,4.0,10.0,366.0,15.0,123132751.0,16.0,102.0,7.0,0.0,55.0,122.0,E,Minor,68.0,38.0,88.0,1.0,0.0,8.0,5.0,Low
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1.0,1997.0,1.0,1.0,472.0,2.0,103762518.0,0.0,0.0,6.0,0.0,0.0,144.0,F,Major,74.0,75.0,73.0,42.0,0.0,9.0,4.0,Low
Shorty Party,"Cartel De Santa, La Kelly",2.0,2023.0,3.0,4.0,432.0,12.0,162887075.0,8.0,14.0,12.0,2.0,33.0,96.0,D,Major,93.0,47.0,47.0,33.0,0.0,10.0,36.0,Low
Super,SEVENTEEN,1.0,2023.0,4.0,24.0,271.0,12.0,91221625.0,16.0,103.0,9.0,0.0,55.0,137.0,G#,Major,77.0,35.0,88.0,16.0,0.0,17.0,9.0,Low
Slut Me Out,NLE Choppa,1.0,2022.0,4.0,22.0,816.0,4.0,190490915.0,21.0,4.0,13.0,0.0,4.0,121.0,F#,Minor,94.0,71.0,61.0,12.0,0.0,53.0,42.0,Low
Double Fantasy (with Future),"The Weeknd, Future",2.0,2023.0,4.0,21.0,1169.0,0.0,96180277.0,36.0,65.0,28.0,0.0,0.0,119.0,A,Minor,60.0,10.0,57.0,1.0,0.0,50.0,3.0,Low
All Of The Girls You Loved Before,Taylor Swift,1.0,2019.0,8.0,23.0,1282.0,6.0,185240616.0,26.0,6.0,19.0,0.0,5.0,96.0,D,Major,72.0,40.0,47.0,71.0,0.0,13.0,4.0,Low
PROVENZA,Karol G,1.0,2022.0,4.0,21.0,6587.0,34.0,885093467.0,114.0,104.0,147.0,11.0,20.0,111.0,C#,Major,87.0,53.0,52.0,66.0,1.0,11.0,5.0,High
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2.0,2023.0,4.0,14.0,1444.0,4.0,104992946.0,0.0,0.0,0.0,0.0,0.0,148.0,A,Major,90.0,74.0,68.0,14.0,0.0,10.0,19.0,Low
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2.0,2023.0,2.0,3.0,356.0,10.0,147290338.0,4.0,64.0,4.0,2.0,37.0,182.0,A,Major,57.0,80.0,59.0,8.0,0.0,6.0,5.0,Low
Igualito a Mi Apï¿½,"Fuerza Regida, Peso Pluma",2.0,2022.0,12.0,30.0,265.0,6.0,158950978.0,8.0,84.0,5.0,1.0,4.0,145.0,E,Minor,76.0,80.0,81.0,19.0,0.0,6.0,9.0,Low
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2.0,2023.0,4.0,25.0,351.0,9.0,76910644.0,16.0,90.0,10.0,0.0,64.0,110.0,B,Minor,76.0,26.0,70.0,1.0,0.0,41.0,6.0,Low
Komang,Raim Laode,1.0,2022.0,8.0,16.0,158.0,4.0,137123880.0,5.0,6.0,1.0,1.0,18.0,134.0,G,Major,70.0,35.0,41.0,41.0,0.0,10.0,3.0,Low
DESPECHï¿½,ROSALï¿½,1.0,2022.0,7.0,28.0,7613.0,33.0,782369383.0,180.0,90.0,422.0,15.0,55.0,130.0,G,Major,92.0,78.0,62.0,18.0,0.0,6.0,10.0,High
Made You Look,Meghan Trainor,1.0,2022.0,10.0,21.0,3956.0,6.0,502574952.0,142.0,23.0,127.0,3.0,16.0,145.0,A#,Major,84.0,88.0,53.0,35.0,0.0,8.0,7.0,Average
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3.0,2023.0,2.0,5.0,1638.0,10.0,207033255.0,0.0,0.0,21.0,0.0,0.0,130.0,B,Minor,69.0,36.0,90.0,1.0,10.0,15.0,4.0,Low
No Se Va,Grupo Frontera,1.0,2022.0,4.0,28.0,924.0,18.0,404887295.0,17.0,80.0,22.0,9.0,38.0,173.0,nan,Major,59.0,69.0,53.0,12.0,0.0,23.0,3.0,Average
Punto G,Quevedo,1.0,2022.0,11.0,4.0,1985.0,35.0,381161027.0,34.0,26.0,37.0,5.0,1.0,92.0,B,Minor,75.0,55.0,76.0,25.0,0.0,10.0,15.0,Average
Lovers Rock,TV Girl,1.0,2014.0,6.0,5.0,6339.0,13.0,466231982.0,3.0,1.0,36.0,1.0,37.0,105.0,F,Minor,56.0,57.0,87.0,0.0,1.0,10.0,4.0,Average
METAMORPHOSIS,INTERWORLD,1.0,2021.0,11.0,25.0,1561.0,24.0,357580552.0,18.0,78.0,24.0,0.0,30.0,175.0,G,Minor,59.0,15.0,64.0,43.0,90.0,12.0,10.0,Average
Mami Chula,"Quevedo, Jhayco",2.0,2023.0,4.0,27.0,875.0,4.0,61105704.0,17.0,13.0,27.0,0.0,43.0,120.0,G,Minor,80.0,33.0,70.0,22.0,0.0,9.0,4.0,Low
En Paris,"El Chachito, Junior H",2.0,2022.0,12.0,24.0,406.0,5.0,198275403.0,3.0,31.0,2.0,1.0,0.0,139.0,D#,Minor,70.0,77.0,48.0,37.0,0.0,12.0,5.0,Low
Set Me Free Pt.2,Jimin,1.0,2023.0,3.0,17.0,340.0,13.0,168448603.0,4.0,71.0,16.0,1.0,9.0,132.0,nan,Minor,59.0,56.0,82.0,12.0,0.0,12.0,6.0,Low
I Was Never There,"The Weeknd, Gesaffelstein",2.0,2018.0,3.0,29.0,4188.0,15.0,705469769.0,30.0,70.0,142.0,0.0,27.0,114.0,A#,Major,32.0,17.0,74.0,14.0,0.0,17.0,3.0,High
Don't ever say love me (feat. RM of BTS),"RM, Colde",2.0,2023.0,5.0,4.0,105.0,0.0,34502215.0,5.0,9.0,5.0,0.0,0.0,145.0,B,Minor,54.0,19.0,48.0,36.0,0.0,37.0,5.0,Low
Shut Down,BLACKPINK,1.0,2022.0,9.0,16.0,1524.0,17.0,482175240.0,53.0,120.0,62.0,0.0,2.0,110.0,nan,Major,82.0,67.0,69.0,0.0,0.0,18.0,4.0,Average
Gato de Noche,"Nengo Flow, Bad Bunny",2.0,2022.0,12.0,22.0,2651.0,30.0,304118600.0,21.0,55.0,32.0,3.0,0.0,94.0,G#,Major,89.0,61.0,66.0,17.0,0.0,36.0,16.0,Average
Call Out My Name,The Weeknd,1.0,2018.0,3.0,29.0,11087.0,6.0,1449799467.0,151.0,107.0,801.0,1.0,105.0,134.0,C#,Major,45.0,17.0,60.0,21.0,0.0,33.0,4.0,High
Like Crazy (English Version),Jimin,1.0,2023.0,3.0,24.0,373.0,19.0,173627354.0,4.0,72.0,5.0,0.0,5.0,120.0,G,Major,62.0,32.0,76.0,0.0,0.0,39.0,4.0,Low
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2.0,2023.0,2.0,2.0,200.0,4.0,90025258.0,8.0,77.0,2.0,1.0,1.0,123.0,G,Minor,70.0,86.0,68.0,24.0,0.0,11.0,4.0,Low
Sunroof,"Nicky Youre, Dazy",2.0,2021.0,12.0,3.0,3741.0,17.0,652704649.0,156.0,35.0,110.0,19.0,0.0,131.0,A#,Major,77.0,84.0,71.0,35.0,0.0,15.0,4.0,Average
Lose Yourself - Soundtrack Version,Eminem,1.0,2002.0,1.0,1.0,32502.0,21.0,1829992958.0,247.0,54.0,5567.0,1.0,51.0,171.0,D,Major,70.0,6.0,73.0,1.0,0.0,36.0,26.0,High
Superman,"Eminem, Dina Rae",2.0,2002.0,5.0,26.0,7615.0,14.0,655466831.0,18.0,51.0,1005.0,0.0,0.0,130.0,E,Minor,80.0,64.0,76.0,2.0,0.0,20.0,6.0,Average
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3.0,2023.0,3.0,2.0,1208.0,34.0,146409671.0,10.0,41.0,20.0,0.0,1.0,94.0,B,Major,82.0,53.0,67.0,34.0,0.0,9.0,8.0,Low
People Pt.2 (feat. IU),"IU, Agust D",2.0,2023.0,4.0,7.0,209.0,4.0,95816024.0,4.0,45.0,11.0,2.0,24.0,89.0,G,Minor,73.0,44.0,57.0,39.0,0.0,32.0,6.0,Low
REMIX EXCLUSIVO,Feid,1.0,2023.0,3.0,17.0,1235.0,9.0,117206995.0,20.0,8.0,15.0,0.0,6.0,87.0,F,Minor,65.0,71.0,56.0,4.0,0.0,15.0,20.0,Low
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2.0,2023.0,3.0,22.0,654.0,3.0,100409613.0,11.0,3.0,18.0,1.0,1.0,124.0,B,Minor,72.0,79.0,78.0,55.0,0.0,15.0,30.0,Low
DOGTOOTH,"Tyler, The Creator",2.0,2023.0,3.0,27.0,1479.0,0.0,80758350.0,23.0,0.0,18.0,0.0,33.0,78.0,G#,Major,71.0,80.0,65.0,51.0,0.0,22.0,32.0,Low
10:35,"Tiï¿½ï¿½sto, Tate M",2.0,2022.0,11.0,1.0,4942.0,26.0,325592432.0,190.0,104.0,147.0,18.0,63.0,120.0,G#,Major,70.0,70.0,79.0,7.0,0.0,18.0,10.0,Average
SORRY NOT SORRY,"Tyler, The Creator",2.0,2023.0,3.0,31.0,709.0,0.0,58473276.0,8.0,1.0,13.0,0.0,0.0,96.0,F#,Minor,48.0,50.0,80.0,40.0,0.0,37.0,20.0,Low
HAPPY,NF,1.0,2023.0,3.0,25.0,660.0,0.0,52722996.0,22.0,7.0,11.0,0.0,78.0,106.0,G,Major,73.0,22.0,86.0,31.0,0.0,12.0,4.0,Low
La Bebe,Yng Lvcas,1.0,2021.0,12.0,24.0,489.0,17.0,191945597.0,4.0,11.0,5.0,1.0,2.0,170.0,D,Minor,78.0,75.0,46.0,62.0,0.0,12.0,35.0,Low
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2.0,2023.0,3.0,24.0,407.0,0.0,77377503.0,16.0,15.0,5.0,0.0,1.0,134.0,B,Minor,67.0,11.0,76.0,8.0,47.0,30.0,7.0,Low
Late Night Talking,Harry Styles,1.0,2022.0,5.0,20.0,7461.0,8.0,743693613.0,166.0,42.0,199.0,16.0,58.0,115.0,A#,Major,71.0,90.0,73.0,30.0,0.0,11.0,5.0,High
Leï¿½,Marï¿½ï¿½lia Mendo,1.0,2022.0,12.0,9.0,993.0,4.0,267789608.0,30.0,84.0,88.0,1.0,28.0,130.0,F#,Major,74.0,79.0,87.0,45.0,0.0,30.0,3.0,Average
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2.0,2020.0,3.0,20.0,9161.0,5.0,1221813483.0,240.0,98.0,468.0,3.0,10.0,118.0,nan,Major,65.0,63.0,79.0,3.0,0.0,10.0,3.0,High
Something in the Orange,Zach Bryan,1.0,2022.0,4.0,22.0,3282.0,12.0,449701773.0,67.0,84.0,46.0,16.0,117.0,110.0,G,Major,59.0,22.0,38.0,42.0,0.0,12.0,3.0,Average
VOID,Melanie Martinez,1.0,2023.0,3.0,29.0,596.0,0.0,67070410.0,29.0,9.0,12.0,0.0,52.0,100.0,A,Major,72.0,42.0,66.0,18.0,4.0,19.0,4.0,Low
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2.0,2023.0,3.0,14.0,320.0,6.0,116334601.0,5.0,48.0,2.0,1.0,9.0,142.0,G,Minor,70.0,76.0,79.0,26.0,0.0,11.0,7.0,Low
Midnight Rain,Taylor Swift,1.0,2022.0,10.0,21.0,2612.0,4.0,433356509.0,19.0,29.0,21.0,0.0,0.0,140.0,nan,Major,64.0,18.0,37.0,72.0,0.0,12.0,7.0,Average
If We Ever Broke Up,Mae Stephens,1.0,2023.0,2.0,10.0,2040.0,4.0,165584767.0,81.0,27.0,66.0,9.0,444.0,116.0,G,Major,90.0,96.0,73.0,62.0,0.0,9.0,4.0,Low
You Proof,Morgan Wallen,1.0,2022.0,5.0,13.0,2128.0,9.0,367814306.0,37.0,88.0,9.0,0.0,14.0,120.0,A,Major,73.0,64.0,85.0,25.0,0.0,61.0,3.0,Average
LA INOCENTE,"Feid, Mora",2.0,2022.0,4.0,1.0,2598.0,37.0,477033549.0,28.0,57.0,43.0,8.0,85.0,92.0,F,Minor,76.0,46.0,79.0,31.0,0.0,7.0,6.0,Average
Malas Decisiones,Kenia OS,1.0,2022.0,10.0,26.0,542.0,2.0,156214700.0,23.0,2.0,21.0,0.0,0.0,110.0,G#,Minor,81.0,64.0,79.0,5.0,0.0,31.0,3.0,Low
Murder In My Mind,Kordhell,1.0,2022.0,1.0,21.0,2459.0,20.0,448843705.0,20.0,68.0,50.0,0.0,22.0,120.0,A#,Major,71.0,57.0,97.0,1.0,0.0,13.0,11.0,Average
CAIRO,"Karol G, Ovy On The Drums",2.0,2022.0,11.0,13.0,2418.0,26.0,294352144.0,52.0,66.0,55.0,1.0,16.0,115.0,F,Minor,95.0,43.0,69.0,47.0,0.0,9.0,31.0,Average
I Love You So,The Walters,1.0,2014.0,11.0,28.0,7536.0,7.0,972164968.0,44.0,19.0,135.0,0.0,6.0,76.0,A#,Major,58.0,46.0,67.0,65.0,0.0,13.0,4.0,High
Dark Red,Steve Lacy,1.0,2017.0,2.0,20.0,10431.0,7.0,920045682.0,71.0,53.0,181.0,0.0,10.0,172.0,F#,Major,60.0,77.0,78.0,45.0,0.0,12.0,6.0,High
Say You Won't Let Go,James Arthur,1.0,2016.0,9.0,9.0,15722.0,16.0,2420461338.0,231.0,37.0,1509.0,0.0,13.0,99.0,A#,Major,40.0,45.0,56.0,69.0,0.0,9.0,5.0,High
The Hills,The Weeknd,1.0,2015.0,5.0,27.0,25744.0,4.0,1947371785.0,122.0,94.0,1992.0,0.0,18.0,136.0,nan,Minor,36.0,12.0,57.0,9.0,0.0,14.0,8.0,High
Heart To Heart,Mac DeMarco,1.0,2019.0,5.0,10.0,1640.0,0.0,244658767.0,27.0,27.0,29.0,1.0,1.0,150.0,G#,Minor,90.0,64.0,14.0,67.0,35.0,11.0,10.0,Average
Peaches (from The Super Mario Bros. Movie),Jack Black,1.0,2023.0,4.0,7.0,34.0,0.0,68216992.0,0.0,0.0,0.0,0.0,0.0,92.0,A#,Minor,71.0,41.0,31.0,79.0,0.0,10.0,5.0,Low
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5.0,2022.0,12.0,15.0,1845.0,16.0,223582566.0,20.0,8.0,30.0,2.0,0.0,95.0,C#,Major,77.0,72.0,87.0,17.0,0.0,7.0,5.0,Low
LOKERA,"Brray, Rauw Alejandro, Lyanno",3.0,2022.0,7.0,25.0,3301.0,30.0,471819764.0,72.0,64.0,64.0,6.0,3.0,102.0,B,Minor,83.0,58.0,83.0,21.0,0.0,10.0,5.0,Average
Low,SZA,1.0,2022.0,12.0,9.0,1911.0,0.0,272377463.0,23.0,71.0,14.0,0.0,9.0,145.0,nan,Minor,70.0,34.0,55.0,43.0,0.0,16.0,6.0,Average
Numb,Linkin Park,1.0,2003.0,3.0,24.0,20111.0,5.0,1361425037.0,39.0,0.0,7341.0,0.0,0.0,110.0,A,Major,50.0,24.0,86.0,0.0,0.0,64.0,4.0,High
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2.0,2023.0,2.0,24.0,1529.0,0.0,149778242.0,32.0,18.0,39.0,2.0,0.0,95.0,nan,Major,64.0,30.0,77.0,46.0,0.0,38.0,6.0,Low
on the street (with J. Cole),"j-hope, J. Cole",2.0,2023.0,3.0,3.0,615.0,2.0,116599790.0,22.0,82.0,8.0,0.0,9.0,94.0,B,Minor,68.0,81.0,82.0,53.0,0.0,9.0,13.0,Low
One Thing At A Time,Morgan Wallen,1.0,2022.0,12.0,2.0,811.0,4.0,148469433.0,11.0,58.0,5.0,0.0,21.0,142.0,G,Major,61.0,92.0,91.0,0.0,0.0,26.0,3.0,Low
Miss You,"Robin Schulz, Oliver Tree",2.0,2022.0,8.0,5.0,5730.0,10.0,497225336.0,108.0,16.0,197.0,3.0,165.0,145.0,F#,Minor,59.0,20.0,74.0,1.0,0.0,15.0,5.0,Average
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1.0,2023.0,3.0,3.0,356.0,4.0,88791109.0,4.0,20.0,0.0,0.0,0.0,121.0,F#,Minor,64.0,67.0,80.0,0.0,0.0,36.0,3.0,Low
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1.0,2023.0,3.0,3.0,604.0,6.0,125917280.0,22.0,101.0,0.0,0.0,66.0,140.0,D#,Minor,66.0,43.0,76.0,49.0,0.0,12.0,3.0,Low
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3.0,2023.0,2.0,23.0,1190.0,0.0,105062254.0,29.0,3.0,18.0,0.0,19.0,137.0,C#,Minor,84.0,44.0,67.0,8.0,0.0,11.0,6.0,Low
Everything I Love,Morgan Wallen,1.0,2023.0,1.0,31.0,579.0,0.0,95623148.0,11.0,54.0,0.0,0.0,103.0,104.0,G#,Major,56.0,72.0,85.0,0.0,0.0,15.0,3.0,Low
Heaven,Niall Horan,1.0,2023.0,2.0,17.0,1553.0,2.0,144584800.0,61.0,6.0,48.0,0.0,150.0,92.0,F,Major,57.0,68.0,76.0,7.0,0.0,33.0,3.0,Low
LET GO,Central Cee,1.0,2022.0,12.0,15.0,2301.0,20.0,298063749.0,49.0,23.0,110.0,0.0,8.0,146.0,D,Minor,74.0,51.0,45.0,86.0,0.0,21.0,38.0,Average
Sial,Mahalini,1.0,2023.0,1.0,23.0,134.0,4.0,166570053.0,4.0,6.0,0.0,0.0,23.0,120.0,D,Major,56.0,20.0,43.0,89.0,0.0,12.0,4.0,Low
I Wrote The Book,Morgan Wallen,1.0,2023.0,1.0,31.0,430.0,0.0,83021468.0,15.0,17.0,0.0,0.0,0.0,144.0,D,Major,68.0,83.0,81.0,9.0,0.0,8.0,4.0,Low
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2.0,2022.0,11.0,5.0,86.0,0.0,139836056.0,11.0,101.0,0.0,0.0,48.0,94.0,A,Major,59.0,44.0,56.0,80.0,0.0,6.0,3.0,Low
SPIT IN MY FACE!,ThxSoMch,1.0,2022.0,10.0,31.0,629.0,14.0,303216294.0,32.0,3.0,9.0,0.0,0.0,94.0,G#,Major,73.0,65.0,79.0,5.0,2.0,11.0,6.0,Average
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2.0,2022.0,12.0,15.0,1701.0,15.0,221409663.0,30.0,15.0,34.0,2.0,47.0,113.0,G,Minor,79.0,66.0,74.0,8.0,0.0,11.0,5.0,Low
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2.0,2023.0,3.0,3.0,329.0,0.0,58890931.0,14.0,35.0,1.0,0.0,0.0,148.0,E,Major,50.0,49.0,76.0,12.0,0.0,12.0,3.0,Low
Red Ruby Da Sleeze,Nicki Minaj,1.0,2023.0,3.0,3.0,1168.0,0.0,81419389.0,45.0,11.0,20.0,0.0,21.0,98.0,C#,Major,70.0,29.0,73.0,12.0,0.0,11.0,26.0,Low
Kahani Suno 2.0,Kaifi Khalil,1.0,2022.0,5.0,31.0,162.0,6.0,156777415.0,1.0,10.0,1.0,0.0,1.0,140.0,B,Major,58.0,26.0,38.0,91.0,0.0,10.0,4.0,Low
Nobody Gets Me,SZA,1.0,2022.0,12.0,9.0,2536.0,6.0,284908316.0,59.0,100.0,58.0,13.0,2.0,100.0,G,Major,36.0,28.0,28.0,81.0,0.0,18.0,3.0,Average
PERO Tï¿½,"Karol G, Quevedo",2.0,2023.0,2.0,23.0,387.0,11.0,93438910.0,11.0,15.0,14.0,3.0,1.0,140.0,F#,Major,86.0,68.0,79.0,39.0,0.0,11.0,29.0,Low
Hype Boy,NewJeans,1.0,2022.0,8.0,1.0,892.0,17.0,363472647.0,20.0,119.0,12.0,2.0,7.0,100.0,E,Minor,59.0,78.0,94.0,27.0,0.0,29.0,23.0,Average
Bloody Mary,Lady Gaga,1.0,2011.0,1.0,1.0,3909.0,0.0,372476382.0,66.0,26.0,277.0,3.0,734.0,100.0,A,Minor,59.0,49.0,65.0,2.0,0.0,13.0,3.0,Average
Monotonï¿½,"Ozuna, Shakira",2.0,2022.0,10.0,19.0,3645.0,15.0,380726517.0,118.0,34.0,150.0,4.0,19.0,132.0,nan,Minor,87.0,82.0,70.0,42.0,0.0,21.0,5.0,Average
ï¿½ï¿½ï¿½98 Braves,Morgan Wallen,1.0,2023.0,3.0,3.0,282.0,0.0,56533272.0,6.0,15.0,0.0,0.0,0.0,142.0,D,Major,49.0,48.0,67.0,10.0,0.0,26.0,3.0,Low
WANDA,Quevedo,1.0,2023.0,1.0,20.0,888.0,22.0,175399345.0,11.0,24.0,7.0,1.0,7.0,176.0,E,Minor,72.0,96.0,63.0,25.0,0.0,21.0,7.0,Low
Thought You Should Know,Morgan Wallen,1.0,2022.0,5.0,6.0,968.0,4.0,203221468.0,16.0,53.0,1.0,0.0,61.0,140.0,F#,Major,53.0,51.0,70.0,49.0,0.0,14.0,3.0,Low
In The End,Linkin Park,1.0,2000.0,10.0,24.0,25065.0,6.0,1624165576.0,63.0,0.0,6808.0,2.0,0.0,105.0,D#,Minor,55.0,40.0,90.0,1.0,0.0,32.0,6.0,High
Zona De Perigo,Leo Santana,1.0,2022.0,12.0,8.0,531.0,4.0,134294498.0,20.0,1.0,71.0,2.0,0.0,135.0,F,Major,81.0,97.0,77.0,75.0,0.0,35.0,3.0,Low
Lovezinho,Treyce,1.0,2022.0,7.0,28.0,242.0,0.0,70069745.0,12.0,2.0,13.0,0.0,4.0,128.0,E,Minor,82.0,61.0,59.0,30.0,0.0,12.0,4.0,Low
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2.0,2022.0,6.0,3.0,5281.0,14.0,609293408.0,94.0,21.0,80.0,15.0,38.0,101.0,F,Major,74.0,43.0,69.0,12.0,0.0,12.0,7.0,Average
Neverita,Bad Bunny,1.0,2022.0,5.0,6.0,2590.0,30.0,671365962.0,20.0,64.0,35.0,6.0,0.0,122.0,A#,Major,88.0,43.0,50.0,7.0,0.0,14.0,5.0,Average
Vista Al Mar,Quevedo,1.0,2022.0,9.0,8.0,1769.0,34.0,362361576.0,16.0,19.0,21.0,3.0,4.0,105.0,nan,Minor,76.0,49.0,56.0,80.0,12.0,10.0,13.0,Average
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2.0,2022.0,12.0,23.0,454.0,4.0,93587665.0,6.0,1.0,21.0,0.0,1.0,83.0,C#,Major,53.0,40.0,36.0,73.0,0.0,11.0,33.0,Low
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4.0,2021.0,9.0,3.0,6180.0,7.0,1223481149.0,122.0,88.0,580.0,21.0,10.0,77.0,B,Minor,72.0,59.0,76.0,24.0,0.0,42.0,28.0,High
Revenge,XXXTENTACION,1.0,2017.0,8.0,25.0,3600.0,11.0,1022258230.0,7.0,0.0,203.0,0.0,2.0,140.0,B,Minor,75.0,18.0,25.0,78.0,0.0,11.0,26.0,High
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2.0,2022.0,11.0,3.0,1254.0,6.0,263453310.0,26.0,69.0,73.0,2.0,6.0,158.0,C#,Major,65.0,72.0,95.0,31.0,0.0,92.0,5.0,Average
LA CANCIï¿½,"J Balvin, Bad Bunny",2.0,2019.0,6.0,28.0,6398.0,31.0,1435127549.0,177.0,109.0,305.0,3.0,5.0,176.0,G,Major,75.0,43.0,65.0,15.0,0.0,11.0,32.0,High
